name,education_level,years_experience,skills,certifications,job_role_applied,university_tier,known_languages,location,shortlisted
Candidate_199,Master's,3.3,"Node.js, Matplotlib, Pandas, Flask",0,Data Scientist,Tier 2,"Telugu, Kannada, English",Pune,0
Candidate_200,Master's,6.9,"Django, Flask, TensorFlow, Java, SQL, Python",5,Frontend Developer,Tier 2,"Tamil, English",Mumbai,0
Candidate_201,Bachelor's,8.8,"Deep Learning, Keras, JavaScript",1,Data Analyst,Tier 1,"English, Telugu, Kannada",Chennai,0
Candidate_202,PhD,5.5,"Seaborn, Matplotlib, Machine Learning, Python, JavaScript",0,Frontend Developer,Tier 2,"Hindi, Kannada",Chennai,1
Candidate_203,Master's,2.3,"Deep Learning, Node.js, Flask, Seaborn, Python",1,Data Scientist,Tier 2,"Telugu, English",Delhi,0
Candidate_204,Bachelor's,9.1,"Python, Spark, Keras, Java, Deep Learning",4,ML Engineer,Tier 2,"English, Kannada, Tamil",Bangalore,0
Candidate_205,PhD,7.8,"Matplotlib, C++, Pandas, Node.js",0,ML Engineer,Tier 2,"Hindi, Tamil",Bangalore,1
Candidate_206,Bachelor's,6.5,"Pandas, Matplotlib, Keras, Python, TensorFlow",4,Frontend Developer,Tier 2,English,Hyderabad,0
Candidate_207,Master's,4.3,"Django, Spark, Deep Learning, Pandas, Node.js",4,Frontend Developer,Tier 3,"Hindi, Kannada, English",Hyderabad,1
Candidate_208,Master's,1.8,"Seaborn, Java, JavaScript",4,Frontend Developer,Tier 2,"Hindi, Kannada",Hyderabad,1
Candidate_209,Master's,1.6,"Django, Node.js, NLP, Python, JavaScript",3,Data Scientist,Tier 2,Telugu,Pune,1
Candidate_210,PhD,2.1,"Pandas, AWS, TensorFlow",1,Backend Developer,Tier 3,English,Hyderabad,1
Candidate_211,PhD,9.1,"React, Node.js, SQL",3,Data Analyst,Tier 2,"Hindi, Kannada",Bangalore,0
Candidate_212,PhD,3.6,"Matplotlib, SQL, Pandas, Python, AWS",3,ML Engineer,Tier 1,"Tamil, Kannada",Bangalore,0
Candidate_213,Master's,9.5,"Django, C++, TensorFlow, NumPy, Python",2,Frontend Developer,Tier 1,Kannada,Bangalore,0
Candidate_214,Bachelor's,5.2,"NumPy, Java, Spark, Node.js",5,Frontend Developer,Tier 2,Telugu,Hyderabad,0
Candidate_215,Bachelor's,9.4,"React, NLP, SQL, AWS",0,ML Engineer,Tier 2,"Tamil, Kannada, Telugu",Chennai,0
Candidate_216,Bachelor's,7.8,"Python, NumPy, Java, JavaScript, Keras",0,Data Analyst,Tier 3,"Kannada, Hindi, English",Bangalore,0
Candidate_217,Bachelor's,3.5,"C++, Keras, AWS, SQL",3,ML Engineer,Tier 3,"Hindi, English",Chennai,1
Candidate_218,Master's,4.7,"JavaScript, Deep Learning, Seaborn, NLP, SQL",3,ML Engineer,Tier 3,Hindi,Hyderabad,1
Candidate_219,PhD,1.3,"Django, C++, SQL, TensorFlow",2,Data Analyst,Tier 1,"Hindi, Tamil",Chennai,0
Candidate_220,PhD,9.7,"JavaScript, Deep Learning, Keras, NLP, AWS",4,Data Scientist,Tier 2,"English, Hindi, Kannada",Bangalore,1
Candidate_221,Bachelor's,6.3,"React, TensorFlow, Deep Learning, Python",4,ML Engineer,Tier 2,Kannada,Mumbai,0
Candidate_222,Master's,9.9,"AWS, Flask, Seaborn, Pandas, SQL, NLP",2,Data Analyst,Tier 2,Tamil,Chennai,1
Candidate_223,Master's,7.7,"SQL, Deep Learning, Matplotlib, Flask, C++, TensorFlow",2,ML Engineer,Tier 3,English,Hyderabad,0
Candidate_224,Master's,8.3,"Seaborn, Machine Learning, JavaScript",2,Frontend Developer,Tier 3,Kannada,Hyderabad,0
Candidate_225,Master's,8.2,"JavaScript, Django, Python, Node.js",5,Frontend Developer,Tier 1,"Kannada, English, Tamil",Chennai,0
Candidate_226,PhD,2.3,"NLP, React, SQL, Spark",5,Data Analyst,Tier 3,Kannada,Delhi,0
Candidate_227,Master's,8.6,"Java, TensorFlow, Machine Learning, Spark, Keras",3,ML Engineer,Tier 3,"English, Kannada",Chennai,0
Candidate_228,PhD,5.6,"Node.js, C++, Java, Keras, JavaScript",1,ML Engineer,Tier 1,"Hindi, Telugu",Mumbai,1
Candidate_229,PhD,1.9,"C++, Django, Flask, JavaScript, TensorFlow",0,Data Analyst,Tier 1,Telugu,Hyderabad,1
Candidate_230,PhD,2.8,"Python, SQL, Matplotlib, Machine Learning, Spark",5,Data Analyst,Tier 3,"Tamil, English",Delhi,0
Candidate_231,PhD,6.1,"C++, Deep Learning, Flask, Java",3,Frontend Developer,Tier 2,"Kannada, Hindi",Pune,0
Candidate_232,PhD,8.7,"Machine Learning, Django, Matplotlib, SQL, C++, NLP",4,Data Analyst,Tier 1,"Telugu, Kannada, Hindi",Bangalore,1
Candidate_233,PhD,1.1,"Flask, AWS, Matplotlib, Deep Learning, Keras",5,Frontend Developer,Tier 1,English,Pune,1
Candidate_234,Master's,2.4,"Django, Spark, Keras, Flask, SQL, TensorFlow",5,ML Engineer,Tier 3,"Kannada, Telugu",Bangalore,0
Candidate_235,PhD,1.1,"Spark, SQL, AWS",1,Frontend Developer,Tier 3,"Telugu, Kannada, Tamil",Pune,0
Candidate_236,Bachelor's,3.5,"Pandas, Spark, Matplotlib, Java, TensorFlow, Keras",5,ML Engineer,Tier 1,Kannada,Hyderabad,0
Candidate_237,Bachelor's,6.3,"SQL, Machine Learning, Keras, Python, Pandas",2,Frontend Developer,Tier 2,"Hindi, Tamil",Mumbai,1
Candidate_238,Bachelor's,3.2,"React, Node.js, Seaborn, Deep Learning, TensorFlow",2,Backend Developer,Tier 1,"Tamil, Hindi",Chennai,1
Candidate_239,Master's,1.0,"TensorFlow, Deep Learning, NumPy",5,Backend Developer,Tier 1,"Telugu, Tamil",Chennai,1
Candidate_240,Master's,9.0,"React, Deep Learning, Python, SQL",1,Data Analyst,Tier 3,"Kannada, Tamil, Telugu",Delhi,0
Candidate_241,Bachelor's,4.0,"Node.js, C++, Spark",5,Data Analyst,Tier 3,"Tamil, Hindi",Pune,1
Candidate_242,Master's,5.3,"JavaScript, TensorFlow, SQL, Machine Learning, C++, React",1,ML Engineer,Tier 1,"Hindi, Tamil, English",Mumbai,1
Candidate_243,Bachelor's,8.3,"Django, AWS, Pandas, Node.js",1,Data Scientist,Tier 1,"Telugu, Kannada, Hindi",Delhi,0
Candidate_244,PhD,10.0,"Keras, React, Matplotlib, TensorFlow",5,Data Analyst,Tier 2,"Tamil, Kannada, Hindi",Mumbai,1
Candidate_245,Master's,3.6,"Deep Learning, Seaborn, NLP, C++",5,Backend Developer,Tier 3,Kannada,Delhi,0
Candidate_246,Bachelor's,1.0,"Seaborn, Deep Learning, SQL, Django, NLP, NumPy",5,Data Analyst,Tier 1,"Tamil, English",Mumbai,1
Candidate_247,PhD,4.4,"C++, React, Python, Pandas, Java, Matplotlib",2,ML Engineer,Tier 1,Tamil,Bangalore,1
Candidate_248,PhD,2.8,"Python, NumPy, Keras, JavaScript, TensorFlow",1,ML Engineer,Tier 3,"Tamil, Kannada, English",Delhi,0
Candidate_249,PhD,9.5,"Seaborn, Spark, Deep Learning, Python",4,Data Scientist,Tier 2,"English, Kannada, Tamil",Bangalore,1
Candidate_250,PhD,4.1,"Node.js, Django, React, Seaborn",0,ML Engineer,Tier 2,English,Mumbai,1
Candidate_251,PhD,7.0,"Keras, TensorFlow, NumPy, JavaScript, Deep Learning, C++",0,Frontend Developer,Tier 3,"Tamil, Telugu",Bangalore,0
Candidate_252,Bachelor's,2.6,"Django, NLP, C++, Deep Learning",3,Data Scientist,Tier 1,"English, Kannada, Tamil",Chennai,0
Candidate_253,Bachelor's,1.7,"Python, Deep Learning, TensorFlow",2,Data Scientist,Tier 3,"Tamil, English, Telugu",Hyderabad,1
Candidate_254,PhD,6.2,"Seaborn, Node.js, NLP, SQL",5,Backend Developer,Tier 3,Telugu,Pune,0
Candidate_255,Bachelor's,5.1,"Python, Java, Seaborn, SQL, Machine Learning, Pandas",2,Data Scientist,Tier 1,"Kannada, Hindi, English",Mumbai,0
Candidate_256,Bachelor's,6.0,"Pandas, Seaborn, TensorFlow, AWS, SQL",5,Data Analyst,Tier 1,"Hindi, Kannada",Mumbai,0
Candidate_257,Bachelor's,7.9,"NLP, Java, NumPy",5,Data Analyst,Tier 3,Tamil,Delhi,0
Candidate_258,PhD,5.8,"Seaborn, Node.js, Machine Learning, Deep Learning, JavaScript, Django",1,Frontend Developer,Tier 2,"Telugu, Kannada",Bangalore,1
Candidate_259,Master's,0.2,"Deep Learning, Seaborn, NumPy",4,ML Engineer,Tier 2,"English, Kannada, Telugu",Bangalore,0
Candidate_260,Master's,8.9,"Deep Learning, Java, Seaborn, Python",0,Frontend Developer,Tier 2,"English, Telugu, Tamil",Delhi,0
Candidate_261,PhD,8.5,"Java, Node.js, SQL, Pandas, React",1,Frontend Developer,Tier 1,"Hindi, English",Bangalore,0
Candidate_262,Master's,2.1,"Machine Learning, Python, Django",5,Frontend Developer,Tier 2,Tamil,Mumbai,1
Candidate_263,Bachelor's,1.6,"AWS, Flask, Keras, Machine Learning",1,Frontend Developer,Tier 1,"Telugu, Kannada",Chennai,0
Candidate_264,Bachelor's,8.2,"Flask, Python, TensorFlow, Java, Pandas, C++",5,Backend Developer,Tier 1,Hindi,Mumbai,0
Candidate_265,Bachelor's,1.8,"React, Flask, TensorFlow, Machine Learning, Matplotlib",2,Data Analyst,Tier 1,"Hindi, English",Delhi,0
Candidate_266,Master's,2.0,"NumPy, AWS, SQL",0,Backend Developer,Tier 2,English,Pune,0
Candidate_267,Bachelor's,2.4,"Pandas, JavaScript, AWS, Java, Node.js",1,Frontend Developer,Tier 1,Tamil,Chennai,0
Candidate_268,Bachelor's,3.5,"Java, TensorFlow, Spark, JavaScript",2,Data Analyst,Tier 1,"Hindi, Tamil, Telugu",Pune,0
Candidate_269,Master's,0.3,"C++, Django, Matplotlib, Machine Learning, React, AWS",4,Frontend Developer,Tier 3,Telugu,Delhi,0
Candidate_270,PhD,0.2,"Deep Learning, NLP, Java, JavaScript",0,Backend Developer,Tier 1,"English, Telugu, Tamil",Bangalore,0
Candidate_271,Bachelor's,7.6,"Spark, Seaborn, C++",0,ML Engineer,Tier 3,"Tamil, Telugu",Mumbai,1
Candidate_272,PhD,2.4,"AWS, Flask, NLP, Pandas, NumPy, Matplotlib",1,ML Engineer,Tier 2,Hindi,Chennai,0
Candidate_273,PhD,7.3,"Flask, React, NLP, Python, Keras, TensorFlow",2,Backend Developer,Tier 2,"Kannada, Hindi, Telugu",Hyderabad,0
Candidate_274,PhD,3.5,"Keras, AWS, Pandas, Seaborn, Matplotlib, Node.js",3,Frontend Developer,Tier 3,"Hindi, Kannada",Hyderabad,0
Candidate_275,Bachelor's,7.1,"AWS, NLP, Pandas, Keras",2,Frontend Developer,Tier 1,"English, Telugu",Chennai,0
Candidate_276,PhD,4.1,"Node.js, Deep Learning, Seaborn, React",5,ML Engineer,Tier 2,Telugu,Bangalore,1
Candidate_277,PhD,2.1,"Flask, Spark, JavaScript, TensorFlow",4,Backend Developer,Tier 2,"Hindi, Kannada",Mumbai,0
Candidate_278,Master's,6.1,"SQL, C++, Spark",0,Data Scientist,Tier 1,"English, Tamil",Chennai,1
Candidate_279,Bachelor's,7.4,"Machine Learning, C++, NLP, Deep Learning",4,ML Engineer,Tier 3,Tamil,Chennai,0
Candidate_280,Bachelor's,8.0,"JavaScript, React, Keras, SQL",4,Data Analyst,Tier 3,"Telugu, Tamil, Kannada",Hyderabad,0
Candidate_281,Bachelor's,6.6,"Pandas, SQL, Java, JavaScript",3,ML Engineer,Tier 1,Kannada,Pune,0
Candidate_282,Master's,9.3,"Pandas, Python, NumPy, NLP",2,Data Scientist,Tier 1,Hindi,Delhi,1
Candidate_283,Master's,6.8,"SQL, Node.js, Deep Learning, Machine Learning",5,Data Scientist,Tier 2,Kannada,Delhi,0
Candidate_284,Master's,9.9,"Flask, Node.js, Matplotlib, AWS, Python",3,Frontend Developer,Tier 1,"Hindi, Tamil, Kannada",Mumbai,1
Candidate_285,Master's,3.4,"Pandas, C++, Deep Learning, Java, JavaScript",4,Data Scientist,Tier 1,"Telugu, Hindi",Mumbai,1
Candidate_286,Master's,3.9,"TensorFlow, Deep Learning, NLP, Matplotlib, Keras",3,Frontend Developer,Tier 2,"Tamil, Hindi, Telugu",Chennai,0
Candidate_287,Master's,0.8,"C++, Deep Learning, Matplotlib, SQL, Python, TensorFlow",1,Data Scientist,Tier 1,"English, Hindi",Delhi,0
Candidate_288,Bachelor's,7.8,"Python, AWS, Deep Learning",4,Data Scientist,Tier 3,"Tamil, English",Delhi,0
Candidate_289,Bachelor's,0.6,"Node.js, C++, React, Spark",5,Data Scientist,Tier 3,Hindi,Bangalore,0
Candidate_290,PhD,0.8,"Matplotlib, Node.js, NumPy, Spark, Seaborn",4,Backend Developer,Tier 3,"Kannada, English, Hindi",Hyderabad,0
Candidate_291,PhD,0.1,"Node.js, Flask, JavaScript, AWS",5,Data Scientist,Tier 1,Hindi,Chennai,1
Candidate_292,Bachelor's,1.6,"AWS, Keras, Matplotlib, Machine Learning, Node.js",3,Frontend Developer,Tier 3,Kannada,Bangalore,1
Candidate_293,PhD,8.9,"Machine Learning, React, C++, Java, Seaborn",3,Frontend Developer,Tier 1,"Telugu, English, Tamil",Pune,1
Candidate_294,Master's,0.1,"Deep Learning, Spark, NLP",5,Data Analyst,Tier 1,"Tamil, Kannada, Hindi",Chennai,0
Candidate_295,PhD,8.1,"NumPy, Machine Learning, AWS, Deep Learning, Node.js",1,Data Analyst,Tier 3,"Telugu, Kannada",Mumbai,0
Candidate_296,Master's,9.2,"Pandas, AWS, Spark, JavaScript, Matplotlib, NLP",3,ML Engineer,Tier 1,"Telugu, Hindi",Mumbai,1
Candidate_297,Master's,0.1,"JavaScript, Spark, React, Node.js",0,Data Scientist,Tier 1,"Tamil, Hindi",Bangalore,0
Candidate_298,Master's,3.9,"Seaborn, Flask, Django, Node.js, NumPy",4,ML Engineer,Tier 1,"English, Tamil",Bangalore,0
Candidate_299,Bachelor's,9.5,"AWS, Machine Learning, JavaScript, Django, NumPy, TensorFlow",1,ML Engineer,Tier 2,"Hindi, Tamil, Telugu",Chennai,0
Candidate_300,PhD,6.2,"AWS, JavaScript, Matplotlib",2,Frontend Developer,Tier 3,Tamil,Delhi,1
Candidate_301,Master's,0.6,"NLP, Keras, Django, Node.js, Deep Learning, AWS",1,Frontend Developer,Tier 2,"Kannada, Tamil",Delhi,0
Candidate_302,Master's,7.0,"Deep Learning, Spark, Django, Seaborn",1,ML Engineer,Tier 1,"Kannada, English",Mumbai,0
Candidate_303,Bachelor's,6.2,"Matplotlib, NumPy, Pandas",4,Frontend Developer,Tier 2,Tamil,Pune,0
Candidate_304,Bachelor's,3.6,"NumPy, Django, Spark",5,Data Scientist,Tier 3,"Kannada, Hindi",Chennai,0
Candidate_305,Master's,4.8,"AWS, Seaborn, Node.js, Spark, SQL",2,Data Scientist,Tier 1,"Kannada, Tamil, English",Mumbai,1
Candidate_306,Master's,7.0,"Machine Learning, Flask, Node.js",1,Frontend Developer,Tier 3,"Telugu, English, Hindi",Mumbai,0
Candidate_307,Bachelor's,4.5,"Seaborn, React, Pandas, Deep Learning, SQL, AWS",2,ML Engineer,Tier 3,"Telugu, Tamil, English",Delhi,0
Candidate_308,Bachelor's,3.2,"SQL, Java, Deep Learning",4,ML Engineer,Tier 2,"Telugu, English, Tamil",Mumbai,0
Candidate_309,PhD,3.2,"Deep Learning, Java, Machine Learning, AWS",4,Data Analyst,Tier 3,Hindi,Mumbai,0
Candidate_310,Bachelor's,9.3,"JavaScript, SQL, Matplotlib, React",5,Backend Developer,Tier 2,"Tamil, English",Mumbai,0
Candidate_311,Master's,7.5,"TensorFlow, Seaborn, Java, Matplotlib, Keras, Deep Learning",3,Backend Developer,Tier 1,Telugu,Hyderabad,0
Candidate_312,Bachelor's,7.6,"Django, AWS, Java, Python, Seaborn",5,Backend Developer,Tier 1,Hindi,Hyderabad,0
Candidate_313,Bachelor's,5.0,"TensorFlow, AWS, Python, Matplotlib, Machine Learning",3,Data Scientist,Tier 3,"Kannada, English",Bangalore,0
Candidate_314,Bachelor's,5.9,"Django, Spark, NumPy, Python",2,Data Scientist,Tier 2,"Hindi, Telugu, English",Hyderabad,0
Candidate_315,PhD,0.1,"Flask, Seaborn, NLP, Matplotlib, TensorFlow",1,Backend Developer,Tier 2,"Hindi, Tamil",Chennai,1
Candidate_316,Master's,1.2,"Pandas, Python, AWS, Matplotlib, TensorFlow",1,Backend Developer,Tier 2,Hindi,Hyderabad,0
Candidate_317,PhD,7.4,"Node.js, Spark, Machine Learning, NLP, Pandas",0,Backend Developer,Tier 2,Kannada,Bangalore,0
Candidate_318,Master's,0.1,"Deep Learning, Node.js, NumPy, TensorFlow",5,Frontend Developer,Tier 2,"Hindi, Telugu, Kannada",Delhi,0
Candidate_319,PhD,2.9,"C++, SQL, Python, Seaborn",4,Data Scientist,Tier 2,Tamil,Mumbai,1
Candidate_320,Master's,7.3,"SQL, Java, NLP, Node.js",5,Backend Developer,Tier 3,"English, Tamil",Mumbai,1
Candidate_321,PhD,0.2,"SQL, Machine Learning, JavaScript",2,ML Engineer,Tier 1,English,Mumbai,1
Candidate_322,Bachelor's,0.1,"Django, Pandas, Seaborn",2,Frontend Developer,Tier 3,"English, Hindi",Hyderabad,0
Candidate_323,Bachelor's,4.0,"Python, Java, NumPy, Keras, Pandas, Node.js",1,Data Scientist,Tier 1,"English, Tamil, Telugu",Chennai,0
Candidate_324,PhD,4.8,"Python, Flask, Node.js, Django, Pandas",0,Data Scientist,Tier 2,"Telugu, Hindi, Tamil",Pune,1
Candidate_325,Bachelor's,2.9,"AWS, NLP, Pandas",3,Data Analyst,Tier 3,"Kannada, Hindi",Chennai,0
Candidate_326,PhD,6.4,"React, Spark, TensorFlow, NLP, Pandas, AWS",2,Backend Developer,Tier 2,"Kannada, Telugu, Hindi",Mumbai,1
Candidate_327,Bachelor's,6.0,"Deep Learning, NLP, Pandas, Seaborn",4,Backend Developer,Tier 2,"Hindi, Tamil, Telugu",Pune,1
Candidate_328,PhD,1.6,"Node.js, TensorFlow, C++, Keras",0,Data Analyst,Tier 3,Kannada,Bangalore,0
Candidate_329,Master's,9.3,"Django, Deep Learning, NumPy, SQL",2,Frontend Developer,Tier 2,"Telugu, Hindi, Tamil",Chennai,0
Candidate_330,PhD,4.1,"Django, Pandas, JavaScript",5,Backend Developer,Tier 3,Telugu,Hyderabad,1
Candidate_331,Bachelor's,6.9,"Django, TensorFlow, Machine Learning, Node.js, SQL",1,Data Scientist,Tier 2,Hindi,Hyderabad,0
Candidate_332,PhD,0.7,"Pandas, SQL, Keras, NLP, TensorFlow",0,Data Analyst,Tier 2,"Hindi, Tamil",Mumbai,0
Candidate_333,PhD,5.9,"AWS, Spark, Java, NumPy, Seaborn, Django",2,Frontend Developer,Tier 3,"Telugu, English",Mumbai,0
Candidate_334,PhD,5.9,"NumPy, Python, TensorFlow, Java, AWS",0,ML Engineer,Tier 1,Hindi,Pune,0
Candidate_335,PhD,6.3,"Pandas, TensorFlow, Deep Learning",1,Data Analyst,Tier 1,"Tamil, Telugu",Hyderabad,1
Candidate_336,PhD,4.1,"JavaScript, Spark, Python",4,ML Engineer,Tier 1,"Tamil, Telugu",Delhi,0
Candidate_337,PhD,7.2,"Spark, SQL, Matplotlib, NumPy, React",3,Frontend Developer,Tier 1,"Kannada, Tamil",Mumbai,1
Candidate_338,Bachelor's,6.9,"Node.js, NumPy, Spark",1,Data Scientist,Tier 3,"Hindi, Telugu, English",Chennai,0
Candidate_339,Bachelor's,2.2,"Django, Pandas, SQL, Seaborn, React, C++",1,Data Analyst,Tier 2,"Tamil, Telugu",Bangalore,0
Candidate_340,PhD,5.3,"Seaborn, SQL, Keras, NumPy, Java",2,ML Engineer,Tier 2,English,Bangalore,0
Candidate_341,Master's,8.8,"NumPy, TensorFlow, Matplotlib, Django, JavaScript",0,Data Scientist,Tier 3,Hindi,Mumbai,0
Candidate_342,PhD,10.0,"Seaborn, Flask, NumPy, C++, React",4,ML Engineer,Tier 1,Hindi,Hyderabad,0
Candidate_343,Master's,1.3,"Python, NLP, Java, Matplotlib, AWS, Seaborn",4,Frontend Developer,Tier 1,"Hindi, Tamil",Hyderabad,0
Candidate_344,Master's,8.0,"NumPy, AWS, Spark, Node.js",0,Backend Developer,Tier 3,"Kannada, English, Telugu",Pune,0
Candidate_345,Bachelor's,8.6,"C++, NumPy, Matplotlib, AWS",4,Backend Developer,Tier 2,"Tamil, Hindi, Telugu",Mumbai,0
Candidate_346,Bachelor's,7.5,"Deep Learning, TensorFlow, Python",1,Frontend Developer,Tier 3,Hindi,Mumbai,0
Candidate_347,PhD,9.5,"React, Django, Matplotlib, Machine Learning, NumPy, TensorFlow",0,ML Engineer,Tier 2,Kannada,Bangalore,0
Candidate_348,PhD,8.9,"Java, NLP, Flask, TensorFlow",2,ML Engineer,Tier 2,"Kannada, Tamil",Chennai,0
Candidate_349,Master's,5.1,"Spark, Seaborn, JavaScript, NumPy, Deep Learning, Java",5,ML Engineer,Tier 3,"Kannada, English, Hindi",Pune,1
Candidate_350,Master's,9.3,"AWS, Matplotlib, Django, Deep Learning, Spark",1,Data Analyst,Tier 2,Tamil,Delhi,0
Candidate_351,PhD,4.1,"AWS, Keras, Node.js, JavaScript, Machine Learning",1,Frontend Developer,Tier 3,"Hindi, Telugu",Delhi,1
Candidate_352,PhD,1.7,"Django, Node.js, Deep Learning, React, NumPy",2,Backend Developer,Tier 3,"Kannada, Telugu",Delhi,0
Candidate_353,Master's,1.5,"Flask, SQL, TensorFlow",4,ML Engineer,Tier 1,"Telugu, Kannada",Delhi,0
Candidate_354,PhD,8.2,"Node.js, Flask, Java, Keras, NumPy, Machine Learning",0,ML Engineer,Tier 2,Hindi,Hyderabad,0
Candidate_355,Bachelor's,3.6,"Java, C++, Flask",0,Data Analyst,Tier 1,Telugu,Hyderabad,0
Candidate_356,Bachelor's,8.9,"Python, SQL, Deep Learning",4,Frontend Developer,Tier 1,Hindi,Delhi,0
Candidate_357,PhD,5.7,"Seaborn, NLP, Django, JavaScript, Python",4,Data Analyst,Tier 1,Telugu,Hyderabad,0
Candidate_358,PhD,6.2,"C++, Spark, Flask, NumPy",0,Data Scientist,Tier 2,Hindi,Mumbai,0
Candidate_359,PhD,1.7,"Django, Flask, SQL, Python",1,Frontend Developer,Tier 3,"Telugu, Hindi",Hyderabad,0
Candidate_360,Bachelor's,8.5,"Pandas, AWS, JavaScript, TensorFlow, Matplotlib, Python",4,Frontend Developer,Tier 3,"Telugu, Tamil",Chennai,0
Candidate_361,Bachelor's,5.0,"Pandas, Node.js, NLP, JavaScript, C++, Machine Learning",5,ML Engineer,Tier 2,Hindi,Chennai,0
Candidate_362,Master's,4.1,"Machine Learning, Django, TensorFlow, NumPy",0,Data Analyst,Tier 3,Telugu,Pune,0
Candidate_363,Bachelor's,3.9,"NLP, TensorFlow, Python, NumPy, Keras",5,ML Engineer,Tier 1,"Tamil, Kannada",Hyderabad,1
Candidate_364,Master's,3.7,"NumPy, React, Spark, Django, Node.js",0,ML Engineer,Tier 1,Hindi,Bangalore,0
Candidate_365,PhD,7.0,"Flask, C++, Matplotlib",2,ML Engineer,Tier 1,"Tamil, Hindi",Hyderabad,0
Candidate_366,Master's,3.1,"Django, C++, Java",4,Backend Developer,Tier 2,"Hindi, Kannada",Bangalore,0
Candidate_367,Bachelor's,6.0,"C++, SQL, Flask",1,Data Analyst,Tier 2,"Tamil, Hindi, English",Delhi,0
Candidate_368,Bachelor's,2.5,"Deep Learning, React, Flask",4,Data Scientist,Tier 1,"Hindi, Kannada",Bangalore,0
Candidate_369,Master's,1.6,"Django, NLP, Flask, Pandas",1,ML Engineer,Tier 1,"Hindi, Kannada, Tamil",Delhi,0
Candidate_370,Bachelor's,0.7,"JavaScript, Python, Machine Learning, Pandas, NumPy, Deep Learning",3,Data Analyst,Tier 2,"Telugu, Tamil, Kannada",Delhi,0
Candidate_371,PhD,8.4,"Flask, Matplotlib, Keras, React, NumPy, C++",0,Backend Developer,Tier 2,"English, Telugu",Mumbai,0
Candidate_372,Master's,3.0,"Deep Learning, NumPy, Node.js",0,Backend Developer,Tier 3,Telugu,Delhi,0
Candidate_373,PhD,1.4,"TensorFlow, Django, JavaScript, Python, Spark",3,Frontend Developer,Tier 2,"Telugu, Tamil, English",Mumbai,0
Candidate_374,Bachelor's,4.2,"Django, JavaScript, SQL",2,Frontend Developer,Tier 2,"Telugu, English",Delhi,0
Candidate_375,Master's,3.5,"Java, NumPy, C++, NLP, Deep Learning, SQL",2,Data Analyst,Tier 1,Kannada,Chennai,0
Candidate_376,Bachelor's,0.2,"Matplotlib, NLP, Python, Pandas",3,Frontend Developer,Tier 2,"Kannada, Tamil",Chennai,1
Candidate_377,Master's,0.5,"Pandas, NumPy, Keras",4,Data Scientist,Tier 3,"Kannada, English, Telugu",Mumbai,0
Candidate_378,Master's,6.6,"Flask, JavaScript, Spark, Node.js, C++, Machine Learning",3,Frontend Developer,Tier 1,Tamil,Bangalore,0
Candidate_379,Bachelor's,1.9,"Keras, JavaScript, AWS, Flask",1,Data Scientist,Tier 1,Tamil,Pune,1
Candidate_380,Master's,7.9,"Pandas, React, NumPy, SQL",0,ML Engineer,Tier 2,"Tamil, Telugu, Hindi",Delhi,1
Candidate_381,PhD,5.5,"Deep Learning, Matplotlib, JavaScript, Spark, Flask",4,Backend Developer,Tier 1,"Telugu, Tamil",Chennai,0
Candidate_382,PhD,3.0,"Java, Spark, Machine Learning, Flask, SQL, Keras",1,Data Analyst,Tier 1,Telugu,Hyderabad,0
Candidate_383,Bachelor's,7.0,"Keras, TensorFlow, AWS, Deep Learning, Machine Learning",0,Backend Developer,Tier 2,"English, Tamil, Kannada",Mumbai,0
Candidate_384,Master's,8.2,"Keras, NumPy, Python, Deep Learning",2,Data Scientist,Tier 2,"Telugu, Hindi",Mumbai,0
Candidate_385,Master's,8.5,"Django, React, Deep Learning, Spark, Seaborn",4,ML Engineer,Tier 1,English,Pune,1
Candidate_386,Bachelor's,1.5,"NumPy, C++, JavaScript, Java, Python, Django",1,Data Scientist,Tier 2,"Tamil, English, Telugu",Hyderabad,0
Candidate_387,Master's,3.3,"Spark, C++, Java",4,Data Scientist,Tier 1,Telugu,Mumbai,1
Candidate_388,Bachelor's,2.7,"AWS, Matplotlib, C++, Machine Learning, JavaScript",0,ML Engineer,Tier 2,Kannada,Bangalore,0
Candidate_389,Master's,6.1,"Java, TensorFlow, Deep Learning, React, NumPy",3,Frontend Developer,Tier 2,"Telugu, Kannada",Hyderabad,1
Candidate_390,Master's,6.7,"Django, Pandas, JavaScript, Seaborn",0,Data Scientist,Tier 1,English,Mumbai,0
Candidate_391,Bachelor's,1.5,"Machine Learning, Deep Learning, Spark",4,Backend Developer,Tier 2,"English, Tamil",Pune,1
Candidate_392,Bachelor's,9.0,"NLP, React, TensorFlow",1,Frontend Developer,Tier 1,"Telugu, Hindi",Mumbai,0
Candidate_393,Master's,6.6,"Deep Learning, Pandas, JavaScript, AWS, Keras, Matplotlib",2,Data Analyst,Tier 1,Hindi,Chennai,1
Candidate_394,Master's,0.9,"JavaScript, Java, AWS, Django, NumPy",2,Backend Developer,Tier 2,English,Pune,1
Candidate_395,Master's,7.1,"Deep Learning, Python, SQL, NumPy, Node.js",1,Backend Developer,Tier 3,"Kannada, Tamil, Telugu",Mumbai,0
Candidate_396,PhD,9.9,"Keras, Java, Pandas, Machine Learning",4,ML Engineer,Tier 2,Telugu,Delhi,0
